id,label
3212,"23,175,309"
3213,"151,152,186"
3214,"169,199,259"
3215,"3,187,199"
3216,"64,80,335"
3217,"214,216,251"
3218,"40,131,145"
3219,"3,10,17"
3220,"169,296,502"
3221,"163,237,418"
3222,"0,208,271"
3223,"8,216,257"
3224,"64,80,137"
3225,"3,40,53"
3226,"8,23,24"
3227,"26,231,418"
3228,"21,40,216"
3229,"0,8,216"
3230,"0,216,313"
3231,"199,259,431"
3232,"24,43,323"
3233,"11,44,418"
3234,"60,64,323"
3235,"3,154,187"
3236,"40,187,486"
3237,"40,64,141"
3238,"10,25,220"
3239,"40,135,307"
3240,"49,59,418"
3241,"3,15,451"
3242,"10,54,322"
3243,"44,169,199"
3244,"44,73,496"
3245,"64,335,473"
3246,"140,248,307"
3247,"10,11,44"
3248,"10,11,220"
3249,"73,141,418"
3250,"64,80,461"
3251,"21,40,187"
3252,"3,19,53"
3253,"40,131,502"
3254,"3,21,30"
3255,"213,214,482"
3256,"27,271,456"
3257,"271,340,418"
3258,"3,4,183"
3259,"3,15,451"
3260,"3,275,523"
3261,"25,220,454"
3262,"64,216,335"
3263,"40,155,248"
3264,"84,418,468"
3265,"64,80,216"
3266,"127,160,224"
3267,"357,358,498"
3268,"8,214,216"
3269,"44,418,455"
3270,"44,145,418"
3271,"23,74,118"
3272,"214,271,366"
3273,"40,214,216"
3274,"3,21,154"
3275,"40,152,324"
3276,"24,25,220"
3277,"32,141,518"
3278,"31,171,258"
3279,"3,21,187"
3280,"23,26,128"
3281,"3,21,187"
3282,"170,311,418"
3283,"40,142,159"
3284,"169,311,418"
3285,"3,127,148"
3286,"8,391,418"
3287,"8,212,254"
3288,"3,5,6"
3289,"40,163,408"
3290,"17,168,187"
3291,"40,202,408"
3292,"3,128,271"
3293,"140,216,248"
3294,"3,21,50"
3295,"160,329,334"
3296,"3,21,40"
3297,"25,220,242"
3298,"3,19,70"
3299,"21,34,187"
3300,"3,15,53"
3301,"40,214,216"
3302,"25,40,220"
3303,"43,64,461"
3304,"64,171,459"
3305,"0,255,462"
3306,"214,455,498"
3307,"24,25,220"
3308,"216,271,372"
3309,"40,145,208"
3310,"1,271,455"
3311,"44,145,322"
3312,"3,21,187"
3313,"64,80,448"
3314,"40,214,216"
3315,"49,323,418"
3316,"265,271,340"
3317,"291,455,498"
3318,"3,151,167"
3319,"208,340,418"
3320,"3,21,154"
3321,"169,199,259"
3322,"10,11,44"
3323,"24,155,334"
3324,"3,5,340"
3325,"5,6,228"
3326,"32,214,216"
3327,"214,216,418"
3328,"10,220,221"
3329,"3,5,6"
3330,"21,40,102"
3331,"3,17,208"
3332,"214,216,418"
3333,"3,21,200"
3334,"104,199,311"
3335,"8,31,220"
3336,"3,15,325"
3337,"17,18,168"
3338,"34,187,311"
3339,"271,366,418"
3340,"328,418,524"
3341,"49,141,418"
3342,"3,21,40"
3343,"170,187,311"
3344,"169,199,259"
3345,"10,25,220"
3346,"26,418,455"
3347,"3,21,200"
3348,"8,355,456"
3349,"220,242,454"
3350,"8,214,418"
3351,"1,214,216"
3352,"64,80,461"
3353,"40,151,152"
3354,"40,128,129"
3355,"3,4,7"
3356,"163,334,418"
3357,"17,18,168"
3358,"40,160,329"
3359,"26,214,216"
3360,"214,255,271"
3361,"220,340,455"
3362,"3,4,7"
3363,"40,128,129"
3364,"8,40,251"
3365,"34,187,263"
3366,"151,152,340"
3367,"40,131,142"
3368,"8,270,418"
3369,"214,313,357"
3370,"8,9,216"
3371,"3,17,168"
3372,"3,21,56"
3373,"10,11,44"
3374,"40,128,129"
3375,"60,64,323"
3376,"10,11,12"
3377,"40,160,317"
3378,"31,171,258"
3379,"40,187,241"
3380,"3,40,127"
3381,"8,340,418"
3382,"40,141,418"
3383,"10,64,90"
3384,"40,139,140"
3385,"40,182,334"
3386,"40,163,408"
3387,"169,171,436"
3388,"0,212,216"
3389,"3,21,40"
3390,"21,40,160"
3391,"23,24,481"
3392,"10,11,44"
3393,"23,40,131"
3394,"3,311,523"
3395,"40,139,222"
3396,"10,44,145"
3397,"10,11,418"
3398,"40,74,118"
3399,"128,129,418"
3400,"10,11,44"
3401,"3,21,108"
3402,"10,43,64"
3403,"26,313,346"
3404,"64,80,524"
3405,"54,145,322"
3406,"64,323,524"
3407,"3,21,30"
3408,"43,64,323"
3409,"49,251,418"
3410,"40,478,486"
3411,"145,169,199"
3412,"26,214,216"
3413,"10,11,64"
3414,"23,24,49"
3415,"43,64,323"
3416,"23,40,71"
3417,"24,44,145"
3418,"24,31,64"
3419,"40,151,152"
3420,"49,220,418"
3421,"64,79,524"
3422,"49,323,418"
3423,"40,127,160"
3424,"8,206,214"
3425,"31,32,258"
3426,"270,340,425"
3427,"214,271,280"
3428,"3,21,66"
3429,"40,44,220"
3430,"3,5,108"
3431,"169,199,259"
3432,"3,40,189"
3433,"40,131,159"
3434,"26,231,418"
3435,"21,40,51"
3436,"8,206,214"
3437,"60,74,216"
3438,"10,64,80"
3439,"40,131,159"
3440,"40,131,368"
3441,"44,335,418"
3442,"300,357,418"
3443,"169,199,223"
3444,"40,214,216"
3445,"3,17,168"
3446,"40,127,160"
3447,"23,24,208"
3448,"21,40,127"
3449,"3,4,325"
3450,"8,9,206"
3451,"169,170,171"
3452,"214,313,456"
3453,"3,21,66"
3454,"3,187,311"
3455,"27,270,456"
3456,"3,56,208"
3457,"3,21,523"
3458,"40,169,441"
3459,"10,24,49"
3460,"40,131,134"
3461,"26,418,456"
3462,"40,131,142"
3463,"3,21,187"
3464,"26,231,350"
3465,"21,40,288"
3466,"64,323,448"
3467,"3,4,418"
3468,"3,4,7"
3469,"3,21,127"
3470,"3,21,127"
3471,"0,214,216"
3472,"4,7,19"
3473,"44,220,418"
3474,"10,11,64"
3475,"10,11,419"
3476,"2,199,271"
3477,"3,21,108"
3478,"23,71,91"
3479,"10,11,419"
3480,"26,231,418"
3481,"23,137,418"
3482,"3,167,523"
3483,"170,187,311"
3484,"3,4,7"
3485,"3,21,379"
3486,"3,17,168"
3487,"169,311,436"
3488,"311,418,454"
3489,"3,21,127"
3490,"40,141,418"
3491,"32,214,216"
3492,"21,40,187"
3493,"8,40,466"
3494,"3,21,200"
3495,"26,40,89"
3496,"169,199,259"
3497,"43,64,418"
3498,"187,199,311"
3499,"8,206,235"
3500,"223,271,311"
3501,"3,21,85"
3502,"21,40,135"
3503,"10,44,313"
3504,"104,169,311"
3505,"3,21,187"
3506,"10,11,44"
3507,"23,74,118"
3508,"216,220,242"
3509,"8,206,418"
3510,"271,455,456"
3511,"13,40,382"
3512,"23,118,231"
3513,"8,64,96"
3514,"21,40,160"
3515,"10,43,323"
3516,"149,169,329"
3517,"10,61,419"
3518,"127,160,329"
3519,"8,44,313"
3520,"21,40,296"
3521,"10,12,418"
3522,"145,322,478"
3523,"151,152,160"
3524,"36,160,167"
3525,"40,202,408"
3526,"296,300,311"
3527,"3,21,156"
3528,"3,21,30"
3529,"21,40,127"
3530,"3,21,296"
3531,"10,220,221"
3532,"40,214,216"
3533,"43,64,323"
3534,"3,85,301"
3535,"169,199,259"
3536,"3,187,311"
3537,"3,21,40"
3538,"3,21,30"
3539,"3,85,301"
3540,"23,64,418"
3541,"49,141,418"
3542,"8,270,418"
3543,"3,85,523"
3544,"40,131,226"
3545,"23,26,89"
3546,"8,214,216"
3547,"40,49,396"
3548,"139,140,248"
3549,"128,271,418"
3550,"32,40,251"
3551,"276,402,418"
3552,"214,216,456"
3553,"169,259,311"
3554,"3,200,418"
3555,"214,216,456"
3556,"3,17,168"
3557,"40,139,214"
3558,"74,118,141"
3559,"3,70,433"
3560,"171,311,418"
3561,"3,21,379"
3562,"3,166,208"
3563,"21,40,127"
3564,"64,80,323"
3565,"3,17,30"
3566,"3,42,56"
3567,"31,258,328"
3568,"3,21,187"
3569,"128,129,311"
3570,"40,159,486"
3571,"40,74,208"
3572,"10,64,323"
3573,"169,199,311"
3574,"13,40,418"
3575,"11,12,418"
3576,"31,40,218"
3577,"10,220,221"
3578,"25,44,418"
3579,"175,186,455"
3580,"64,79,524"
3581,"27,271,456"
3582,"10,44,418"
3583,"3,32,66"
3584,"129,311,418"
3585,"3,21,40"
3586,"10,24,43"
3587,"3,21,108"
3588,"135,138,374"
3589,"26,55,418"
3590,"10,220,418"
3591,"8,340,418"
3592,"32,169,251"
3593,"169,251,350"
3594,"40,141,345"
3595,"64,141,323"
3596,"296,300,452"
3597,"30,32,518"
3598,"24,105,418"
3599,"40,131,142"
3600,"17,18,187"
3601,"40,226,494"
3602,"3,21,112"
3603,"3,21,127"
3604,"3,21,523"
3605,"59,205,340"
3606,"0,271,456"
3607,"40,141,214"
3608,"24,49,323"
3609,"3,21,56"
3610,"3,21,40"
3611,"3,13,21"
3612,"10,59,251"
3613,"40,131,368"
3614,"3,214,216"
3615,"8,270,498"
3616,"11,64,335"
3617,"24,54,145"
3618,"169,214,216"
3619,"35,36,160"
3620,"271,455,456"
3621,"169,170,311"
3622,"8,25,216"
3623,"3,4,7"
3624,"3,21,40"
3625,"10,24,220"
3626,"8,73,418"
3627,"220,402,455"
3628,"40,131,159"
3629,"36,127,160"
3630,"23,24,26"
3631,"64,80,90"
3632,"91,350,418"
3633,"135,152,160"
3634,"0,40,313"
3635,"3,4,183"
3636,"10,11,216"
3637,"40,128,129"
3638,"3,17,200"
3639,"64,80,334"
3640,"10,44,220"
3641,"3,53,418"
3642,"55,448,524"
3643,"40,131,159"
3644,"40,73,123"
3645,"3,21,50"
3646,"10,44,220"
3647,"17,340,418"
3648,"296,311,337"
3649,"23,74,251"
3650,"340,418,455"
3651,"3,4,183"
3652,"10,40,105"
3653,"64,170,418"
3654,"118,141,526"
3655,"3,21,40"
3656,"44,71,145"
3657,"10,44,59"
3658,"3,53,127"
3659,"0,271,372"
3660,"199,223,311"
3661,"10,44,73"
3662,"340,418,429"
3663,"21,108,301"
3664,"54,145,220"
3665,"64,90,335"
3666,"26,89,418"
3667,"10,11,44"
3668,"3,21,30"
3669,"40,131,145"
3670,"25,44,220"
3671,"64,323,418"
3672,"3,21,170"
3673,"4,7,19"
3674,"10,44,145"
3675,"40,131,184"
3676,"40,41,166"
3677,"3,13,204"
3678,"270,355,456"
3679,"27,271,456"
3680,"334,355,456"
3681,"21,108,301"
3682,"169,199,311"
3683,"3,15,53"
3684,"3,21,127"
3685,"3,53,66"
3686,"21,40,224"
3687,"26,355,456"
3688,"40,160,395"
3689,"40,131,226"
3690,"21,127,311"
3691,"171,258,508"
3692,"23,240,455"
3693,"40,138,374"
3694,"40,64,345"
3695,"216,414,418"
3696,"10,44,214"
3697,"30,40,66"
3698,"3,85,301"
3699,"3,182,187"
3700,"2,128,223"
3701,"21,127,311"
3702,"199,223,311"
3703,"21,42,123"
3704,"30,32,66"
3705,"135,169,374"
3706,"3,21,305"
3707,"160,329,334"
3708,"49,141,323"
3709,"3,21,200"
3710,"3,4,5"
3711,"10,220,221"
3712,"3,21,30"
3713,"141,204,418"
3714,"10,64,90"
3715,"10,220,221"
3716,"27,340,456"
3717,"216,220,221"
3718,"23,64,418"
3719,"44,313,418"
3720,"3,21,30"
3721,"10,64,90"
3722,"40,74,251"
3723,"3,21,127"
3724,"32,40,518"
3725,"3,4,7"
3726,"3,4,188"
3727,"26,350,418"
3728,"23,26,128"
3729,"64,80,418"
3730,"73,107,418"
3731,"3,21,200"
3732,"313,346,501"
3733,"10,11,44"
3734,"0,208,370"
3735,"25,220,454"
3736,"128,187,311"
3737,"26,418,455"
3738,"44,137,418"
3739,"3,21,40"
3740,"44,64,418"
3741,"8,9,235"
3742,"8,270,418"
3743,"24,145,418"
3744,"1,214,216"
3745,"213,214,351"
3746,"25,220,454"
3747,"3,4,7"
3748,"71,221,382"
3749,"145,418,502"
3750,"3,15,34"
3751,"31,77,478"
3752,"8,206,418"
3753,"40,160,334"
3754,"26,89,350"
3755,"40,171,226"
3756,"3,21,115"
3757,"24,220,455"
3758,"40,288,481"
3759,"197,418,502"
3760,"40,106,262"
3761,"64,90,455"
3762,"10,234,322"
3763,"23,49,418"
3764,"8,169,199"
3765,"152,243,528"
3766,"23,74,118"
3767,"10,25,220"
3768,"3,4,433"
3769,"25,169,524"
3770,"169,216,311"
3771,"3,21,127"
3772,"313,355,456"
3773,"3,340,418"
3774,"8,340,418"
3775,"270,340,425"
3776,"23,24,44"
3777,"40,142,159"
3778,"4,7,19"
3779,"160,214,216"
3780,"3,4,7"
3781,"3,35,160"
3782,"136,184,185"
3783,"40,131,395"
3784,"3,17,168"
3785,"64,214,216"
3786,"3,53,68"
3787,"169,216,436"
3788,"8,206,454"
3789,"3,21,85"
3790,"34,187,447"
3791,"213,271,456"
3792,"8,270,340"
3793,"64,80,335"
3794,"64,65,80"
3795,"40,142,478"
3796,"24,25,220"
3797,"3,34,73"
3798,"296,300,311"
3799,"26,89,251"
3800,"259,311,431"
3801,"3,34,187"
3802,"40,44,395"
3803,"220,418,455"
3804,"10,11,44"
3805,"2,26,455"
3806,"220,313,397"
3807,"11,44,418"
3808,"40,131,159"
3809,"108,263,340"
3810,"10,24,137"
3811,"54,216,220"
3812,"3,21,30"
3813,"40,131,142"
3814,"26,40,418"
3815,"31,40,486"
3816,"3,50,200"
3817,"10,64,220"
3818,"3,4,7"
3819,"311,334,418"
3820,"44,145,264"
3821,"214,271,418"
3822,"26,214,455"
3823,"36,151,160"
3824,"10,220,221"
3825,"3,15,200"
3826,"10,44,64"
3827,"8,418,502"
3828,"3,4,188"
3829,"23,24,145"
3830,"265,340,456"
3831,"69,73,141"
3832,"10,44,418"
3833,"40,128,129"
3834,"3,21,56"
3835,"10,25,220"
3836,"271,456,498"
3837,"19,70,375"
3838,"213,214,216"
3839,"10,220,221"
3840,"27,418,456"
3841,"44,55,145"
3842,"43,64,323"
3843,"3,17,18"
3844,"8,214,418"
3845,"21,40,139"
3846,"25,220,221"
3847,"31,171,258"
3848,"10,11,419"
3849,"40,142,478"
3850,"21,40,108"
3851,"2,214,216"
3852,"21,40,131"
3853,"199,259,431"
3854,"216,271,456"
3855,"23,40,49"
3856,"128,170,417"
3857,"3,15,56"
3858,"3,21,154"
3859,"3,56,301"
3860,"21,40,42"
3861,"64,80,335"
3862,"3,34,187"
3863,"160,329,334"
3864,"187,199,311"
3865,"10,24,220"
3866,"40,131,226"
3867,"26,169,216"
3868,"23,24,49"
3869,"214,216,271"
3870,"74,141,166"
3871,"10,11,233"
3872,"53,216,418"
3873,"40,128,129"
3874,"64,448,524"
3875,"8,240,418"
3876,"340,418,455"
3877,"3,21,127"
3878,"3,21,187"
3879,"0,8,235"
3880,"10,11,418"
3881,"54,140,519"
3882,"3,4,30"
3883,"11,44,73"
3884,"444,455,498"
3885,"3,13,40"
3886,"8,206,418"
3887,"32,74,251"
3888,"3,15,16"
3889,"43,64,323"
3890,"10,11,208"
3891,"23,24,418"
3892,"141,216,521"
3893,"3,4,5"
3894,"3,127,160"
3895,"3,216,418"
3896,"3,214,216"
3897,"155,169,311"
3898,"23,251,418"
3899,"26,231,350"
3900,"21,40,127"
3901,"3,311,523"
3902,"39,214,418"
3903,"214,296,507"
3904,"40,162,468"
3905,"23,26,89"
3906,"216,271,380"
3907,"8,9,235"
3908,"26,350,418"
3909,"171,258,311"
3910,"10,11,44"
3911,"40,139,155"
3912,"3,21,123"
3913,"64,80,323"
3914,"10,220,242"
3915,"23,165,418"
3916,"60,64,323"
3917,"21,40,187"
3918,"216,418,455"
3919,"40,131,142"
3920,"3,40,112"
3921,"10,11,64"
3922,"59,340,418"
3923,"40,131,184"
3924,"10,43,64"
3925,"23,24,49"
3926,"141,166,334"
3927,"10,24,145"
3928,"21,127,160"
3929,"311,418,455"
3930,"3,30,133"
3931,"10,11,12"
3932,"64,448,524"
3933,"10,220,221"
3934,"21,160,224"
3935,"1,214,418"
3936,"3,21,30"
3937,"49,396,418"
3938,"64,80,524"
3939,"135,138,374"
3940,"54,145,478"
3941,"43,64,323"
3942,"208,209,340"
3943,"31,40,142"
3944,"276,429,456"
3945,"169,199,311"
3946,"44,145,220"
3947,"64,448,524"
3948,"40,141,418"
3949,"12,61,418"
3950,"26,214,413"
3951,"3,4,182"
3952,"3,8,166"
3953,"59,205,418"
3954,"44,64,323"
3955,"11,40,44"
3956,"13,14,204"
3957,"8,308,418"
3958,"40,131,159"
3959,"40,155,418"
3960,"64,323,335"
3961,"23,44,91"
3962,"3,21,30"
3963,"220,340,418"
3964,"40,401,478"
3965,"71,368,382"
3966,"8,9,455"
3967,"25,220,221"
3968,"8,91,313"
3969,"8,206,216"
3970,"3,40,340"
3971,"49,296,300"
3972,"3,21,40"
3973,"3,53,418"
3974,"8,206,369"
3975,"27,418,456"
3976,"4,7,19"
3977,"3,4,388"
3978,"3,85,200"
3979,"271,340,418"
3980,"10,64,418"
3981,"10,11,59"
3982,"0,216,418"
3983,"8,9,235"
3984,"214,216,271"
3985,"296,311,337"
3986,"64,220,524"
3987,"44,240,455"
3988,"40,142,368"
3989,"21,40,131"
3990,"107,141,418"
3991,"21,40,127"
3992,"40,128,129"
3993,"271,372,425"
3994,"24,145,478"
3995,"10,220,454"
3996,"23,40,137"
3997,"3,19,375"
3998,"3,36,160"
3999,"311,339,436"
4000,"8,40,340"
4001,"27,271,456"
4002,"21,123,267"
4003,"3,21,30"
4004,"3,4,19"
4005,"17,168,431"
4006,"3,53,187"
4007,"40,151,152"
4008,"8,23,391"
4009,"40,48,64"
4010,"204,242,455"
4011,"53,60,74"
4012,"64,323,448"
4013,"3,21,187"
4014,"3,40,187"
4015,"3,5,385"
4016,"10,64,90"
4017,"8,206,216"
4018,"169,296,411"
4019,"3,21,30"
4020,"8,311,418"
4021,"8,26,418"
4022,"24,141,323"
4023,"26,44,89"
4024,"21,30,200"
4025,"21,127,187"
4026,"3,21,30"
4027,"3,21,311"
4028,"3,10,11"
4029,"21,40,131"
4030,"40,169,171"
4031,"3,340,418"
4032,"208,261,383"
4033,"49,214,418"
4034,"3,4,7"
4035,"24,40,145"
4036,"3,4,7"
4037,"3,40,53"
4038,"220,265,418"
4039,"5,21,108"
4040,"44,418,455"
4041,"3,21,301"
4042,"3,135,298"
4043,"169,216,296"
4044,"3,17,21"
4045,"10,11,220"
4046,"8,340,425"
4047,"3,15,53"
4048,"0,271,366"
4049,"214,216,220"
4050,"8,308,514"
4051,"10,220,524"
4052,"21,40,127"
4053,"64,311,323"
4054,"8,235,418"
4055,"44,54,145"
4056,"21,40,128"
4057,"11,193,478"
4058,"10,48,137"
4059,"214,216,482"
4060,"3,17,56"
4061,"169,296,311"
4062,"40,186,324"
4063,"43,64,323"
4064,"10,220,221"
4065,"3,21,111"
4066,"3,108,301"
4067,"3,85,203"
4068,"34,187,311"
4069,"10,64,90"
4070,"145,322,502"
4071,"3,21,127"
4072,"135,248,307"
4073,"40,162,163"
4074,"340,418,455"
4075,"40,160,329"
4076,"44,64,80"
4077,"213,214,216"
4078,"3,85,385"
4079,"214,216,482"
4080,"44,313,418"
4081,"10,11,419"
4082,"10,54,64"
4083,"104,281,311"
4084,"40,131,159"
4085,"26,231,418"
4086,"40,214,216"
4087,"3,21,200"
4088,"23,24,44"
4089,"169,199,311"
4090,"32,251,340"
4091,"8,232,418"
4092,"21,40,187"
4093,"3,187,200"
4094,"30,40,141"
4095,"30,40,232"
4096,"25,220,221"
4097,"214,216,313"
4098,"30,32,518"
4099,"40,107,135"
4100,"10,11,418"
4101,"21,40,395"
4102,"40,71,137"
4103,"0,214,216"
4104,"30,32,226"
4105,"199,259,431"
4106,"26,350,456"
4107,"43,64,323"
4108,"10,12,418"
4109,"3,21,30"
4110,"21,127,187"
4111,"40,44,395"
4112,"10,11,12"
4113,"40,44,145"
4114,"10,44,418"
4115,"10,11,509"
4116,"34,143,187"
4117,"64,323,335"
4118,"40,66,187"
4119,"40,131,226"
4120,"3,4,7"
4121,"10,25,220"
4122,"3,4,19"
4123,"214,455,482"
4124,"44,89,418"
4125,"31,64,216"
4126,"4,7,174"
4127,"40,131,159"
4128,"26,169,251"
4129,"25,220,455"
4130,"89,340,418"
4131,"3,21,40"
4132,"3,17,18"
4133,"30,73,141"
4134,"49,214,418"
4135,"3,53,66"
4136,"3,53,340"
4137,"5,6,228"
4138,"3,34,187"
4139,"26,355,456"
4140,"3,4,7"
4141,"40,163,468"
4142,"2,223,340"
4143,"40,131,368"
4144,"40,108,374"
4145,"44,59,216"
4146,"3,21,108"
4147,"40,160,186"
4148,"8,251,418"
4149,"199,259,431"
4150,"169,171,418"
4151,"3,5,108"
4152,"10,64,323"
4153,"296,411,428"
4154,"21,40,160"
4155,"40,128,313"
4156,"220,229,421"
4157,"64,80,448"
4158,"3,21,127"
4159,"3,160,317"
4160,"128,214,296"
4161,"213,214,313"
4162,"138,216,374"
4163,"3,128,311"
4164,"44,80,218"
4165,"3,17,168"
4166,"25,220,242"
4167,"23,26,89"
4168,"40,169,311"
4169,"3,40,208"
4170,"3,21,108"
4171,"3,21,224"
4172,"21,30,40"
4173,"0,1,455"
4174,"32,40,251"
4175,"17,18,168"
4176,"0,271,340"
4177,"3,21,154"
4178,"10,24,137"
4179,"0,271,340"
4180,"271,418,456"
4181,"152,160,324"
4182,"23,40,74"
4183,"12,61,418"
4184,"31,96,420"
4185,"10,220,454"
4186,"43,64,418"
4187,"23,24,40"
4188,"10,220,221"
4189,"10,64,141"
4190,"160,317,334"
4191,"49,59,418"
4192,"64,80,335"
4193,"8,9,235"
4194,"3,21,66"
4195,"169,199,311"
4196,"8,9,270"
4197,"21,40,486"
4198,"3,4,7"
4199,"8,71,418"
4200,"21,40,300"
4201,"64,80,524"
4202,"0,8,214"
4203,"131,146,185"
4204,"44,145,418"
4205,"220,418,454"
4206,"26,231,455"
4207,"40,74,251"
4208,"11,44,73"
4209,"3,4,392"
4210,"89,418,455"
4211,"64,80,323"
4212,"169,199,311"
4213,"24,240,249"
4214,"340,418,425"
4215,"25,220,454"
4216,"3,21,53"
4217,"214,216,456"
4218,"8,206,418"
4219,"64,104,323"
4220,"40,131,159"
4221,"23,24,49"
4222,"214,216,313"
4223,"187,311,418"
4224,"17,18,168"
4225,"3,21,108"
4226,"24,25,94"
4227,"141,166,334"
4228,"296,340,502"
4229,"40,159,486"
4230,"3,21,187"
4231,"220,370,455"
4232,"44,55,455"
4233,"79,145,524"
4234,"3,15,208"
4235,"3,111,224"
4236,"10,24,64"
4237,"3,53,66"
4238,"43,44,64"
4239,"8,270,418"
4240,"43,418,461"
4241,"3,21,187"
4242,"3,34,187"
4243,"64,323,335"
4244,"3,21,108"
4245,"8,308,514"
4246,"214,271,456"
4247,"135,248,307"
4248,"3,41,141"
4249,"31,40,418"
4250,"3,4,7"
4251,"64,218,335"
4252,"296,300,371"
4253,"40,64,141"
4254,"10,44,455"
4255,"3,21,85"
4256,"40,142,159"
4257,"10,11,418"
4258,"3,4,19"
4259,"3,21,154"
4260,"8,235,418"
4261,"3,17,168"
4262,"3,4,7"
4263,"21,40,324"
4264,"3,150,401"
4265,"313,355,456"
4266,"3,4,7"
4267,"10,11,64"
4268,"3,21,50"
4269,"10,24,44"
4270,"10,11,59"
4271,"3,325,523"
4272,"3,17,21"
4273,"8,9,270"
4274,"23,24,39"
4275,"169,216,339"
4276,"171,311,418"
4277,"2,223,340"
4278,"3,21,170"
4279,"3,21,108"
4280,"21,40,53"
4281,"64,79,524"
4282,"43,64,323"
4283,"170,171,436"
4284,"40,47,418"
4285,"169,311,418"
4286,"64,323,489"
4287,"40,131,160"
4288,"10,25,220"
4289,"10,24,220"
4290,"25,220,455"
4291,"23,118,141"
4292,"44,418,455"
4293,"24,71,313"
4294,"30,40,141"
4295,"40,130,160"
4296,"8,308,418"
4297,"8,235,270"
4298,"40,140,160"
4299,"24,64,145"
4300,"10,44,418"
4301,"128,171,481"
4302,"40,135,138"
4303,"60,61,503"
4304,"23,24,40"
4305,"8,340,418"
4306,"10,11,44"
4307,"40,130,160"
4308,"8,31,169"
4309,"43,64,323"
4310,"11,64,418"
4311,"104,169,311"
4312,"40,131,159"
4313,"151,152,160"
4314,"10,64,335"
4315,"3,17,320"
4316,"44,145,418"
4317,"26,350,455"
4318,"26,214,418"
4319,"84,169,333"
4320,"40,41,166"
4321,"21,40,131"
4322,"44,73,455"
4323,"40,64,66"
4324,"40,169,171"
4325,"40,214,216"
4326,"214,216,340"
4327,"26,128,418"
4328,"64,323,524"
4329,"3,40,320"
4330,"8,26,206"
4331,"3,40,418"
4332,"44,64,418"
4333,"21,36,160"
4334,"21,40,139"
4335,"60,61,216"
4336,"64,80,335"
4337,"3,115,200"
4338,"3,4,21"
4339,"3,13,401"
4340,"3,15,523"
4341,"64,137,461"
4342,"40,152,160"
4343,"40,142,486"
4344,"8,220,418"
4345,"3,19,375"
4346,"170,311,418"
4347,"10,11,220"
4348,"25,44,418"
4349,"3,21,30"
4350,"3,21,127"
4351,"64,80,323"
4352,"64,80,323"
4353,"23,74,118"
4354,"223,271,456"
4355,"64,80,323"
4356,"21,154,187"
4357,"135,295,374"
4358,"3,13,208"
4359,"40,131,184"
4360,"55,418,455"
4361,"171,311,418"
4362,"10,11,419"
4363,"40,380,466"
4364,"8,270,514"
4365,"151,152,160"
4366,"3,21,200"
4367,"31,40,218"
4368,"74,118,141"
4369,"1,2,223"
4370,"3,21,108"
4371,"3,53,66"
4372,"10,11,12"
4373,"118,141,418"
4374,"30,141,214"
4375,"3,21,127"
4376,"31,169,214"
4377,"40,128,130"
4378,"3,21,40"
4379,"60,150,518"
4380,"3,4,7"
4381,"24,220,454"
4382,"31,258,328"
4383,"40,131,142"
4384,"21,296,311"
4385,"3,15,148"
4386,"64,80,489"
4387,"4,7,174"
4388,"25,220,242"
4389,"44,214,418"
4390,"40,152,324"
4391,"54,220,524"
4392,"23,40,131"
4393,"0,218,251"
4394,"199,223,311"
4395,"64,323,489"
4396,"25,220,454"
4397,"3,17,168"
4398,"71,160,186"
4399,"3,21,53"
4400,"26,214,418"
4401,"74,118,141"
4402,"40,131,184"
4403,"10,220,221"
4404,"220,418,455"
4405,"3,21,30"
4406,"23,169,251"
4407,"64,323,334"
4408,"169,311,418"
4409,"21,40,131"
4410,"246,335,461"
4411,"32,169,251"
4412,"296,311,418"
4413,"3,21,127"
4414,"3,187,379"
4415,"3,21,40"
4416,"40,142,486"
4417,"27,270,456"
4418,"64,170,323"
4419,"3,53,187"
4420,"141,166,169"
4421,"40,135,307"
4422,"21,187,311"
4423,"43,141,323"
4424,"8,206,455"
4425,"64,90,473"
4426,"26,27,456"
4427,"49,208,418"
4428,"24,322,437"
4429,"27,271,456"
4430,"3,21,187"
4431,"3,182,187"
4432,"11,12,418"
4433,"104,311,418"
4434,"40,163,408"
4435,"21,40,139"
4436,"3,30,219"
4437,"3,4,19"
4438,"271,340,418"
4439,"91,350,418"
4440,"8,214,216"
4441,"370,455,493"
4442,"3,21,66"
4443,"3,85,108"
4444,"8,206,418"
4445,"64,80,418"
4446,"44,418,455"
4447,"10,11,44"
4448,"40,131,142"
4449,"64,80,90"
4450,"3,15,56"
4451,"40,135,418"
4452,"64,169,323"
4453,"24,40,44"
4454,"10,25,220"
4455,"40,160,418"
4456,"40,155,395"
4457,"10,25,220"
4458,"26,214,355"
4459,"24,47,418"
4460,"64,80,448"
4461,"21,40,159"
4462,"25,220,221"
4463,"3,5,385"
4464,"64,239,323"
4465,"169,199,311"
4466,"3,17,187"
4467,"64,73,80"
4468,"40,141,214"
4469,"64,137,461"
4470,"17,100,187"
4471,"8,206,249"
4472,"0,8,206"
4473,"10,11,90"
4474,"21,108,127"
4475,"64,169,335"
4476,"171,258,311"
4477,"169,187,311"
4478,"3,21,167"
4479,"73,141,418"
4480,"169,311,380"
4481,"40,142,486"
4482,"40,123,160"
4483,"40,127,160"
